"workflow","process","task_hash","a_MB","c_MB","M_MB"
"minimap2_audit_nf","GENERATE_WINDOW_READS","0b67ba18fad9b19332b38d6af9a9a4bd","4.2","7.516998291015625","18.1"
"minimap2_audit_nf","GENERATE_WINDOW_READS","0b74510681f8a704ffe8a93cfa3f44a3","4.2","7.476925849914551","15.9"
"minimap2_audit_nf","GENERATE_WINDOW_READS","0b8c71528df8e8bd69625536953365da","4.2","7.760326385498047","19.3"
"minimap2_audit_nf","GENERATE_WINDOW_READS","0bdd26680480e4b2be0c687e826b1f59","4.2","7.767171859741211","3.4"
"minimap2_audit_nf","GENERATE_WINDOW_READS","0bdee7c64d738c3b929ec26e55310b64","4.2","8.023356437683105","20.4"
"minimap2_audit_nf","GENERATE_WINDOW_READS","0c06a9bc62434ccb33274a46a24a694a","4.2","7.917786598205566","3.4"
"minimap2_audit_nf","GENERATE_WINDOW_READS","0c07c7fbc2b01078edbc056c6858fbab","4.2","7.64661979675293","17.9"
"minimap2_audit_nf","GENERATE_WINDOW_READS","0c29eb7f8b1bf0c74747e40d8810b037","4.2","7.792535781860352","19.3"
"minimap2_audit_nf","GENERATE_WINDOW_READS","0c55f270df041114e13c66bc123d6bda","4.2","7.615241050720215","17.9"
"minimap2_audit_nf","GENERATE_WINDOW_READS","0c9eb230ebd6d4e3b3d8f4f825701aeb","4.2","7.631409645080566","18.1"
"minimap2_audit_nf","GENERATE_WINDOW_READS","0cb59ea51668806b00b9cdebe712d3a3","4.2","7.619683265686035","18.4"
"minimap2_audit_nf","GENERATE_WINDOW_READS","0ceb346b7f215e4fbd1e96b6cb7486af","4.2","7.70485782623291","19.4"
"minimap2_audit_nf","GENERATE_WINDOW_READS","0cf814f79c70fb847e97acb2106e3e68","4.2","7.5337371826171875","18.2"
"minimap2_audit_nf","GENERATE_WINDOW_READS","0d17df0a3d55312376afb117edbd15d7","4.2","7.515848159790039","17.9"
"minimap2_audit_nf","GENERATE_WINDOW_READS","0d1d82aca702ed5d9db307c896dbca43","4.2","7.8217058181762695","19.4"
"minimap2_audit_nf","GENERATE_WINDOW_READS","0d25f4cf362cce517c2380fc78126638","4.2","7.5115766525268555","18.1"
"minimap2_audit_nf","GENERATE_WINDOW_READS","0e3ac3c7fa7dcd2da6b0170212603c00","4.2","7.533903121948242","18.1"
"minimap2_audit_nf","GENERATE_WINDOW_READS","0e3b5861cff95cd77f12a1dcfdf3e52e","4.2","7.690420150756836","17.9"
"minimap2_audit_nf","GENERATE_WINDOW_READS","0e535afe2b87028b373f25b85c5a1e47","4.2","7.938599586486816","20.1"
"minimap2_audit_nf","GENERATE_WINDOW_READS","0ee6256c0b34ddaaf9d06cd4fb9bed04","4.2","7.483240127563477","18.1"
"minimap2_audit_nf","GENERATE_WINDOW_READS","0f85d97a1dcb5120952f71379e61c585","4.2","7.4899187088012695","18.2"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1019f10ecce6cd179568c1580379c08f","4.2","7.958286285400391","3.4"
"minimap2_audit_nf","GENERATE_WINDOW_READS","10cbceb28d3d2deaf807fc5cc8d22a13","4.2","7.874212265014648","20.3"
"minimap2_audit_nf","GENERATE_WINDOW_READS","10cd95ee4e8b2d7ddba6e3c05f11fd3b","4.2","7.549496650695801","17.8"
"minimap2_audit_nf","GENERATE_WINDOW_READS","113ba00aa27af4d5fd5a2c8cd43064d9","4.2","7.498913764953613","18.1"
"minimap2_audit_nf","GENERATE_WINDOW_READS","113cbc3f0b82d42ef1756385cbddbba1","4.2","7.72898006439209","19.0"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1146df08f5e89ae143f5601a2fcf507a","4.2","7.842510223388672","19.3"
"minimap2_audit_nf","GENERATE_WINDOW_READS","118b1a1cd3a8f8cf39df1f74bb4223f0","4.2","7.826239585876465","18.7"
"minimap2_audit_nf","GENERATE_WINDOW_READS","118fe89fcaed6e0a0b01181134b690da","4.2","8.3040132522583","19.3"
"minimap2_audit_nf","GENERATE_WINDOW_READS","11d1230dd82802ac80505bc843feb09e","4.2","7.655970573425293","18.6"
"minimap2_audit_nf","GENERATE_WINDOW_READS","12763b9c6115cb5f4ea1dfb8b47bc029","4.2","7.843761444091797","19.3"
"minimap2_audit_nf","GENERATE_WINDOW_READS","127bbf53181172b3d53f76257e5a4bf1","4.2","7.988826751708984","18.7"
"minimap2_audit_nf","GENERATE_WINDOW_READS","12920adafb9326e61f9fc5e34fb7661f","4.2","7.764132499694824","19.5"
"minimap2_audit_nf","GENERATE_WINDOW_READS","12c7c3d2194d1188f3d8e5c79886b51d","4.2","7.5997724533081055","17.6"
"minimap2_audit_nf","GENERATE_WINDOW_READS","131d83ae365c9ceeaccbaf7bf6329fe3","4.2","7.657289505004883","18.1"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1343add7a31d089c210e9f15cef3cb65","4.2","7.660778999328613","20.0"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1356e23a2d57a0a8a4611c6a0b097f8d","4.2","7.737661361694336","19.4"
"minimap2_audit_nf","GENERATE_WINDOW_READS","13a072b2f517a430d482d13000a2929b","4.2","7.733861923217773","19.3"
"minimap2_audit_nf","GENERATE_WINDOW_READS","13a7a0d0102b24a15876d16dabaaad20","4.2","7.575580596923828","18.6"
"minimap2_audit_nf","GENERATE_WINDOW_READS","13b016333d32912913eb651a98d0a99c","4.2","7.468204498291016","16.0"
"minimap2_audit_nf","GENERATE_WINDOW_READS","13b271bfcf7564b65e22181dcb216d27","4.2","7.63449764251709","20.0"
"minimap2_audit_nf","GENERATE_WINDOW_READS","13c33bc4eceabc6ecc12dc83d55c9f5e","4.2","7.752277374267578","18.7"
"minimap2_audit_nf","GENERATE_WINDOW_READS","13d67d52fb4dd941a0559f5491e85df7","4.2","7.694974899291992","18.6"
"minimap2_audit_nf","GENERATE_WINDOW_READS","140dd367c6e4d04144441b990920062d","4.2","7.670294761657715","18.2"
"minimap2_audit_nf","GENERATE_WINDOW_READS","141636dca8cb292b18e8c6ec24998450","4.2","7.508416175842285","18.4"
"minimap2_audit_nf","GENERATE_WINDOW_READS","143d17d66ecf9cc934799373b8237e30","4.2","7.545392990112305","18.6"
"minimap2_audit_nf","GENERATE_WINDOW_READS","146fa378bfce038696d3947c337ce91b","4.2","7.729393005371094","19.3"
"minimap2_audit_nf","GENERATE_WINDOW_READS","14a3e93b95019f984e8eefc794486721","4.2","7.888156890869141","20.1"
"minimap2_audit_nf","GENERATE_WINDOW_READS","14bc6d22e6d1efcb4a4c1cb8db756925","4.2","7.491948127746582","16.8"
"minimap2_audit_nf","GENERATE_WINDOW_READS","154cea92ac5253a678707658d4911321","4.2","7.708945274353027","20.4"
"minimap2_audit_nf","GENERATE_WINDOW_READS","155bd9842baaeb5bea9c03da32c72607","4.2","7.064659118652344","3.4"
"minimap2_audit_nf","GENERATE_WINDOW_READS","15a68a2cc8e5cc24bc88403152369a4c","4.2","7.507833480834961","18.1"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1605c3725ad8aec6528b45f823d54184","4.2","7.720668792724609","19.4"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1638e0a63833fc99f1b22f18d5097af1","4.2","7.465810775756836","17.1"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1655a4a726406774d812b9132bb8dec5","4.2","7.948294639587402","3.4"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1676e1c83711688faebc85aa0b54bf5c","4.2","7.755108833312988","18.2"
